session_id,user_id,session_start,session_end,session_duration,country,traffic_source,campaign_name,device_category,landing_page,exit_page
S26032283617,U02106,2026-03-22 15:05:48,2026-03-22 15:17:14,11m 26s,Canada,direct,,mobile,/sale,/cart
S26021415471,U03833,2026-02-14 20:06:42,2026-02-14 20:31:40,24m 58s,uae,organic,,desktop,/new-arrivals,/products
S26011765796,U02087,2026-01-17 05:51:56,2026-01-17 06:08:19,983s,IN,direct,,desktop,/phones,/search
S26031822744,U01762,2026-03-18 00:29:56,2026-03-18 00:56:56,1620s,united kingdom,paid,new_year_gadgets,desktop,/new-arrivals,/cart
S26012965486,U04377,2026-01-29 02:39:24,2026-01-29 02:44:16,292s,india,social,influencer_sea_q1,tablet,/sale,/cart
S26030424786,U02808,2026-03-04 21:06:38,2026-03-04 21:09:08,150s,AU,email,tech_tuesday_email,mobile,/deals,/
S26020742776,U02460,2026-02-07 08:31:27,2026-02-07 08:46:08,881s,france,paid,new_year_gadgets,mobile,/new-arrivals,/products
S26011717884,U04540,2026-01-17 17:15:27,2026-01-17 17:23:17,470s,China,paid,retargeting_global,tablet,/deals,/products
S26021021222,U02860,2026-02-10 12:13:38,2026-02-10 12:31:42,1084s,Deutschland,social,latam_social_push,desktop,/sale,/cart
S26022819498,U02485,2026-02-28 17:16:01,2026-02-28 17:38:10,1329s,SG,organic,,mobile,/accessories,/
S26012383303,U00927,2026-01-23 14:22:15,2026-01-23 14:50:22,28m 7s,South Africa,email,tech_tuesday_email,mobile,/audio,/
S26021613015,U02994,2026-02-16 18:43:28,2026-02-16 18:44:14,46s,TH,paid,middle_east_premium,desktop,/,/cart
S26030320154,U04329,2026-03-03 19:38:16,2026-03-03 19:51:45,13m 29s,Thailand,paid,spring_sale_2026,tablet,/phones,/cart
S26011171481,U01315,2026-01-11 23:40:10,2026-01-11 23:52:53,12m 43s,italy,email,tech_tuesday_email,tablet,/new-arrivals,/
S26020678661,U04726,2026-02-06 13:00:44,2026-02-06 13:08:07,7m 23s,argentina,social,valentines_accessories,mobile,/,/cart
S26022899577,U03598,2026-02-28 18:55:27,2026-02-28 19:21:39,26m 12s,Thailand,social,influencer_sea_q1,mobile,/,/404
S26010784471,U04561,2026-01-07 00:45:04,2026-01-07 00:46:36,1m 32s,Australia,social,valentines_accessories,desktop,/deals,/
S26021429528,U00291,2026-02-14 14:32:59,2026-02-14 14:50:08,17m 9s,IT,social,valentines_accessories,desktop,/new-arrivals,/search
S26012958519,U04636,2026-01-29 01:39:11,2026-01-29 01:44:40,329s,Germany,organic,,mobile,/,/404
S26020725909,U01419,2026-02-07 03:38:05,2026-02-07 04:08:03,1798s,South Africa,direct,,mobile,/sale,/products
S26010932307,U00823,2026-01-09 12:23:52,2026-01-09 12:34:55,11m 3s,IN,organic,,tablet,/new-arrivals,/products
S26032562356,U04889,2026-03-25 22:38:33,2026-03-25 23:08:10,1777s,germany,social,influencer_sea_q1,desktop,/new-arrivals,/products
S26011428932,U03538,2026-01-14 00:18:29,2026-01-14 00:39:11,20m 42s,Australia,paid,asia_pacific_launch,desktop,/sale,/
S26021926447,U02305,2026-02-19 03:33:34,2026-02-19 03:59:06,1532s,US,paid,new_year_gadgets,mobile,/sale,/cart
S26031241022,U01101,2026-03-12 12:18:29,2026-03-12 12:39:17,1248s,TH,paid,retargeting_global,desktop,/tablets,/cart
S26012673091,U03888,2026-01-26 04:49:47,2026-01-26 04:58:41,534s,India,organic,,desktop,/new-arrivals,/products
S26022721225,U04164,2026-02-27 05:29:10,2026-02-27 05:46:11,1021s,Thailand,organic,,desktop,/sale,/404
S26022723397,U04554,2026-02-27 05:52:17,2026-02-27 06:11:19,19m 2s,India,organic,,desktop,/new-arrivals,/cart
S26011502795,U00217,2026-01-15 16:44:13,2026-01-15 16:48:53,4m 40s,Singapore,paid,asia_pacific_launch,desktop,/accessories,/search
S26031562026,U00971,2026-03-15 21:24:58,2026-03-15 21:53:47,28m 49s,South Africa,social,valentines_accessories,mobile,/new-arrivals,/products
S26031385053,U04636,2026-03-13 17:46:59,2026-03-13 18:16:01,29m 2s,germany,organic,,mobile,/wearables,/404
S26011356507,U03116,2026-01-13 10:23:04,2026-01-13 10:48:57,25m 53s,IT,email,tech_tuesday_email,tablet,/phones,/cart
S26031201100,U01977,2026-03-12 23:18:39,2026-03-12 23:47:39,29m 0s,UAE,organic,,mobile,/new-arrivals,/products
S26032524025,U04873,2026-03-25 13:28:13,2026-03-25 13:51:12,1379s,Italy,paid,asia_pacific_launch,desktop,/deals,/search
S26011147028,U03994,2026-01-11 05:51:29,2026-01-11 05:57:58,6m 29s,Japan,paid,new_year_gadgets,desktop,/sale,/
S26011015331,U01008,2026-01-10 05:17:54,2026-01-10 05:43:35,25m 41s,Canada,paid,new_year_gadgets,mobile,/sale,/products
S26022453904,U01690,2026-02-24 02:19:59,2026-02-24 02:27:10,7m 11s,Canada,social,latam_social_push,desktop,/deals,/
S26010956195,U02760,2026-01-09 09:39:39,2026-01-09 09:51:44,12m 5s,germany,organic,,desktop,/phones,/search
S26010708970,U04487,2026-01-07 18:55:03,2026-01-07 19:11:10,16m 7s,United States,paid,middle_east_premium,tablet,/tablets,/404
S26033036517,U00687,2026-03-30 17:44:00,2026-03-30 17:56:26,12m 26s,JP,social,valentines_accessories,tablet,/sale,/products
S26030136781,U03965,2026-03-01 07:31:41,2026-03-01 07:46:40,14m 59s,CN,social,valentines_accessories,desktop,/sale,/
S26030480790,U01264,2026-03-04 12:54:10,2026-03-04 13:15:07,20m 57s,argentina,paid,spring_sale_2026,mobile,/wearables,/search
S26011591048,U04575,2026-01-15 20:54:43,2026-01-15 21:17:58,23m 15s,Thailand,social,latam_social_push,mobile,/new-arrivals,/products
S26031806178,U03253,2026-03-18 17:15:47,2026-03-18 17:20:57,310s,united states,paid,middle_east_premium,desktop,/,/search
S26022789662,U03077,2026-02-27 13:17:09,2026-02-27 13:21:11,242s,CN,social,influencer_sea_q1,mobile,/new-arrivals,/search
S26022436082,U04244,2026-02-24 21:24:56,2026-02-24 21:54:49,29m 53s,India,paid,asia_pacific_launch,mobile,/tablets,/products
S26011010983,U01684,2026-01-10 15:30:02,2026-01-10 15:56:40,26m 38s,Italy,organic,,mobile,/new-arrivals,/cart
S26011798109,U00234,2026-01-17 12:28:26,2026-01-17 12:42:08,822s,SG,organic,,desktop,/,/search
S26012453585,U00081,2026-01-24 20:07:23,2026-01-24 20:33:29,26m 6s,CA,social,influencer_sea_q1,desktop,/,/404
S26011586399,U02666,2026-01-15 00:58:30,2026-01-15 01:19:17,20m 47s,Italy,social,valentines_accessories,mobile,/,/products
S26032396295,U00507,2026-03-23 05:13:55,2026-03-23 05:29:26,931s,japan,organic,,mobile,/sale,/
S26012942115,U02384,2026-01-29 01:43:18,2026-01-29 02:07:03,1425s,China,social,influencer_sea_q1,desktop,/,/
S26012944161,U03803,2026-01-29 08:59:40,2026-01-29 09:26:52,1632s,Japan,social,influencer_sea_q1,mobile,/sale,/cart
S26032855064,U00993,2026-03-28 06:41:05,2026-03-28 06:51:36,631s,singapore,social,influencer_sea_q1,tablet,/,/404
S26020826298,U01721,2026-02-08 23:16:19,2026-02-08 23:25:09,530s,South Africa,social,valentines_accessories,tablet,/deals,/search
S26020296285,U01613,2026-02-02 06:49:25,2026-02-02 07:05:30,16m 5s,france,paid,spring_sale_2026,desktop,/sale,/search
S26010644113,U00457,2026-01-06 15:58:49,2026-01-06 16:05:41,6m 52s,thailand,social,latam_social_push,desktop,/sale,/search
S26022588313,U00366,2026-02-25 21:11:46,2026-02-25 21:34:08,22m 22s,chile,social,latam_social_push,mobile,/deals,/search
S26021080777,U00671,2026-02-10 20:40:39,2026-02-10 20:58:39,18m 0s,Australia,paid,spring_sale_2026,desktop,/deals,/search
S26012785001,U02087,2026-01-27 07:48:34,2026-01-27 07:52:43,249s,IN,paid,middle_east_premium,desktop,/new-arrivals,/
S26022568208,U02130,2026-02-25 05:24:39,2026-02-25 05:40:01,15m 22s,CO,social,valentines_accessories,mobile,/tablets,/search
S26010108815,U00411,2026-01-01 16:35:55,2026-01-01 16:36:35,0m 40s,india,direct,,desktop,/,/404
S26020728407,U04000,2026-02-07 14:53:17,2026-02-07 15:15:21,22m 4s,mexico,social,valentines_accessories,mobile,/audio,/products
S26030319017,U04766,2026-03-03 07:16:45,2026-03-03 07:39:07,22m 22s,france,direct,,mobile,/audio,/404
S26032073273,U04717,2026-03-20 07:56:51,2026-03-20 08:04:52,481s,FR,organic,,desktop,/accessories,/search
S26011043577,U04948,2026-01-10 08:27:04,2026-01-10 08:41:40,14m 36s,italy,social,valentines_accessories,mobile,/sale,/cart
S26021001043,U03741,2026-02-10 20:57:42,2026-02-10 21:23:36,25m 54s,CN,direct,,desktop,/sale,/search
S26011317192,U02617,2026-01-13 05:55:44,2026-01-13 06:10:16,14m 32s,TH,email,tech_tuesday_email,desktop,/deals,/404
S26021952914,U01842,2026-02-19 13:14:18,2026-02-19 13:18:27,249s,germany,email,tech_tuesday_email,mobile,/sale,/search
S26012180516,U01646,2026-01-21 00:32:37,2026-01-21 00:35:57,200s,Singapore,social,valentines_accessories,mobile,/tablets,/products
S26012418038,U00948,2026-01-24 05:35:05,2026-01-24 05:46:42,697s,united states,organic,,desktop,/deals,/cart
S26030164468,U02808,2026-03-01 21:21:50,2026-03-01 21:30:45,8m 55s,Australia,organic,,desktop,/,/404
S26021255556,U01045,2026-02-12 10:58:07,2026-02-12 11:24:20,1573s,India,social,latam_social_push,desktop,/sale,/products
S26011122217,U04884,2026-01-11 15:38:48,2026-01-11 15:54:51,16m 3s,Mexico,direct,,desktop,/tablets,/products
S26022196739,U03387,2026-02-21 22:39:02,2026-02-21 22:42:42,220s,AR,social,valentines_accessories,mobile,/,/products
S26011937126,U02735,2026-01-19 05:40:27,2026-01-19 05:47:50,7m 23s,canada,paid,spring_sale_2026,desktop,/new-arrivals,/404
S26021258438,U03407,2026-02-12 19:33:12,2026-02-12 19:44:49,11m 37s,USA,paid,retargeting_global,mobile,/new-arrivals,/cart
S26011467539,U02073,2026-01-14 19:50:21,2026-01-14 19:54:46,265s,China,social,influencer_sea_q1,desktop,/phones,/404
S26011116658,U01450,2026-01-11 06:22:26,2026-01-11 06:48:48,1582s,China,direct,,desktop,/accessories,/search
S26032146053,U03860,2026-03-21 18:02:02,2026-03-21 18:03:53,1m 51s,CN,social,latam_social_push,desktop,/,/products
S26020607063,U02543,2026-02-06 19:42:17,2026-02-06 19:55:31,13m 14s,china,social,influencer_sea_q1,tablet,/new-arrivals,/search
S26030828723,U04610,2026-03-08 23:11:40,2026-03-08 23:37:35,25m 55s,United Arab Emirates,social,latam_social_push,desktop,/sale,/search
S26012311374,U00641,2026-01-23 04:22:46,2026-01-23 04:33:46,11m 0s,china,organic,,mobile,/phones,/products
S26010348318,U02160,2026-01-03 11:26:44,2026-01-03 11:41:42,898s,CN,paid,spring_sale_2026,desktop,/accessories,/search
S26020520578,U03454,2026-02-05 14:26:12,2026-02-05 14:41:05,893s,SG,social,latam_social_push,desktop,/sale,/
S26032830552,U01936,2026-03-28 14:26:00,2026-03-28 14:47:12,21m 12s,Japan,organic,,tablet,/sale,/search
S26032404387,U02097,2026-03-24 05:24:37,2026-03-24 05:28:21,224s,australia,paid,asia_pacific_launch,desktop,/new-arrivals,/products
S26032998218,U04796,2026-03-29 13:50:13,2026-03-29 13:54:52,279s,CN,social,latam_social_push,mobile,/deals,/
S26012236092,U00101,2026-01-22 03:35:39,2026-01-22 03:59:03,23m 24s,singapore,organic,,mobile,/new-arrivals,/404
S26021689676,U01501,2026-02-16 08:18:59,2026-02-16 08:44:36,25m 37s,Deutschland,direct,,desktop,/deals,/
S26030657297,U01730,2026-03-06 11:57:31,2026-03-06 11:58:23,0m 52s,South Africa,social,valentines_accessories,desktop,/new-arrivals,/
S26021666612,U04109,2026-02-16 02:34:24,2026-02-16 02:52:15,17m 51s,france,social,latam_social_push,mobile,/sale,/404
S26021945830,U04499,2026-02-19 17:01:37,2026-02-19 17:12:30,653s,colombia,organic,,mobile,/wearables,/cart
S26022611180,U03812,2026-02-26 09:46:10,2026-02-26 10:02:57,16m 47s,singapore,social,influencer_sea_q1,desktop,/sale,/404
S26010780233,U02407,2026-01-07 12:12:21,2026-01-07 12:34:56,22m 35s,India,social,latam_social_push,desktop,/deals,/products
S26031912639,U04679,2026-03-19 23:12:12,2026-03-19 23:24:47,12m 35s,japan,direct,,mobile,/deals,/search
S26020855791,U04234,2026-02-08 02:32:58,2026-02-08 02:51:13,18m 15s,singapore,social,latam_social_push,mobile,/accessories,/404
S26010230012,U02472,2026-01-02 17:20:16,2026-01-02 17:21:28,1m 12s,united states,paid,new_year_gadgets,mobile,/,/products
S26033034278,U00408,2026-03-30 22:06:54,2026-03-30 22:12:10,5m 16s,Singapore,social,latam_social_push,tablet,/,/search
S26032329223,U03335,2026-03-23 22:26:37,2026-03-23 22:30:21,3m 44s,ZA,social,latam_social_push,desktop,/new-arrivals,/404
S26021606952,U03061,2026-02-16 06:03:41,2026-02-16 06:19:06,15m 25s,india,direct,,mobile,/sale,/
S26012782917,U00249,2026-01-27 06:14:58,2026-01-27 06:42:18,1640s,SG,social,influencer_sea_q1,tablet,/sale,/
S26031727001,U02466,2026-03-17 00:41:25,2026-03-17 00:52:44,11m 19s,Thailand,organic,,desktop,/sale,/search
S26011498441,U00573,2026-01-14 22:19:36,2026-01-14 22:43:48,24m 12s,Australia,organic,,mobile,/sale,/products
S26030325711,U00931,2026-03-03 19:34:06,2026-03-03 20:03:51,29m 45s,canada,direct,,tablet,/sale,/
S26032445147,U02300,2026-03-24 14:22:58,2026-03-24 14:27:34,276s,india,paid,new_year_gadgets,mobile,/deals,/cart
S26032183985,U04576,2026-03-21 21:58:39,2026-03-21 22:27:38,28m 59s,thailand,direct,,mobile,/deals,/
S26032604179,U01461,2026-03-26 11:34:48,2026-03-26 11:37:01,2m 13s,Italy,organic,,mobile,/,/cart
S26032636656,U00392,2026-03-26 05:46:15,2026-03-26 05:52:44,6m 29s,china,email,tech_tuesday_email,tablet,/,/products
S26012531935,U03314,2026-01-25 10:06:13,2026-01-25 10:12:58,405s,china,social,influencer_sea_q1,mobile,/deals,/
S26013083033,U01676,2026-01-30 00:34:55,2026-01-30 01:03:18,28m 23s,AU,organic,,desktop,/sale,/
S26032651580,U04200,2026-03-26 13:51:32,2026-03-26 14:20:14,28m 42s,CN,email,tech_tuesday_email,desktop,/sale,/404
S26030423285,U02412,2026-03-04 07:28:52,2026-03-04 07:50:10,21m 18s,SG,paid,new_year_gadgets,desktop,/deals,/search
S26031610604,U02192,2026-03-16 11:07:44,2026-03-16 11:12:47,303s,JP,social,influencer_sea_q1,mobile,/new-arrivals,/
S26021010509,U04017,2026-02-10 22:56:10,2026-02-10 23:04:43,8m 33s,Canada,paid,retargeting_global,tablet,/new-arrivals,/404
S26032181568,U03191,2026-03-21 06:30:43,2026-03-21 06:33:57,194s,australia,direct,,desktop,/,/404
S26011712046,U03248,2026-01-17 16:05:23,2026-01-17 16:22:18,16m 55s,China,paid,middle_east_premium,mobile,/sale,/cart
S26021266511,U04353,2026-02-12 02:06:19,2026-02-12 02:33:24,27m 5s,AU,social,influencer_sea_q1,desktop,/wearables,/cart
S26011060700,U03675,2026-01-10 08:55:47,2026-01-10 09:19:21,23m 34s,CA,paid,middle_east_premium,desktop,/accessories,/404
S26032485948,U01598,2026-03-24 22:35:34,2026-03-24 22:59:45,1451s,FR,organic,,mobile,/sale,/search
S26032564154,U00009,2026-03-25 18:09:47,2026-03-25 18:35:57,1570s,DE,social,influencer_sea_q1,mobile,/deals,/search
S26032521079,U04731,2026-03-25 16:09:30,2026-03-25 16:24:28,898s,UK,direct,,desktop,/deals,/search
S26012091671,U04144,2026-01-20 00:36:20,2026-01-20 00:36:50,30s,JP,social,latam_social_push,desktop,/accessories,/search
S26031555056,U04102,2026-03-15 06:36:43,2026-03-15 06:38:34,111s,South Africa,social,influencer_sea_q1,mobile,/new-arrivals,/404
S26022786335,U02520,2026-02-27 22:39:02,2026-02-27 22:42:31,209s,united states,social,influencer_sea_q1,mobile,/new-arrivals,/404
S26030978934,U04188,2026-03-09 16:01:19,2026-03-09 16:11:05,586s,United States,social,latam_social_push,tablet,/deals,/404
S26020652777,U01157,2026-02-06 17:00:31,2026-02-06 17:19:53,19m 22s,AE,social,valentines_accessories,mobile,/sale,/cart
S26022137610,U03049,2026-02-21 14:00:45,2026-02-21 14:13:48,13m 3s,australia,email,tech_tuesday_email,mobile,/new-arrivals,/products
S26011497942,U00035,2026-01-14 21:56:26,2026-01-14 22:05:49,563s,germany,paid,retargeting_global,desktop,/,/404
S26011322715,U00915,2026-01-13 12:30:44,2026-01-13 12:36:21,5m 37s,Japan,paid,new_year_gadgets,mobile,/,/cart
S26011651542,U00623,2026-01-16 21:16:46,2026-01-16 21:31:39,14m 53s,AU,social,valentines_accessories,desktop,/,/404
S26020584786,U02304,2026-02-05 21:51:19,2026-02-05 22:17:02,1543s,AU,email,tech_tuesday_email,desktop,/new-arrivals,/404
S26021123241,U01235,2026-02-11 03:52:15,2026-02-11 04:07:09,14m 54s,thailand,social,influencer_sea_q1,desktop,/sale,/search
S26012019951,U03511,2026-01-20 13:22:37,2026-01-20 13:42:04,1167s,DE,paid,spring_sale_2026,mobile,/,/
S26012568893,U00402,2026-01-25 18:21:03,2026-01-25 18:32:20,677s,argentina,paid,new_year_gadgets,desktop,/sale,/cart
S26021477009,U00928,2026-02-14 15:28:05,2026-02-14 15:50:56,22m 51s,india,social,influencer_sea_q1,mobile,/wearables,/search
S26030583840,U04941,2026-03-05 21:20:18,2026-03-05 21:46:37,26m 19s,mexico,social,valentines_accessories,tablet,/deals,/404
S26031269072,U01604,2026-03-12 08:05:01,2026-03-12 08:12:12,7m 11s,South Africa,organic,,mobile,/accessories,/products
S26031968420,U04520,2026-03-19 07:54:11,2026-03-19 08:08:17,14m 6s,singapore,social,influencer_sea_q1,tablet,/new-arrivals,/404
S26021373044,U01006,2026-02-13 10:32:42,2026-02-13 10:40:22,460s,Argentina,direct,,mobile,/,/search
S26031432699,U02856,2026-03-14 02:47:52,2026-03-14 02:53:12,5m 20s,Singapore,social,valentines_accessories,desktop,/accessories,/products
S26021796043,U03932,2026-02-17 14:55:14,2026-02-17 15:03:40,506s,FR,paid,retargeting_global,mobile,/audio,/404
S26020633508,U04283,2026-02-06 14:14:31,2026-02-06 14:32:38,1087s,uae,social,valentines_accessories,mobile,/deals,/products
S26022780845,U02371,2026-02-27 16:42:54,2026-02-27 17:11:59,1745s,IN,social,valentines_accessories,desktop,/sale,/search
S26011586856,U01262,2026-01-15 23:27:14,2026-01-15 23:41:40,866s,AU,social,influencer_sea_q1,desktop,/,/
S26020959887,U03683,2026-02-09 05:45:32,2026-02-09 06:01:03,931s,Deutschland,organic,,desktop,/sale,/search
S26031063196,U01876,2026-03-10 01:58:37,2026-03-10 02:19:39,21m 2s,SG,direct,,desktop,/,/cart
S26012665716,U04721,2026-01-26 16:57:28,2026-01-26 17:12:39,911s,south africa,social,latam_social_push,desktop,/deals,/products
S26012163688,U00271,2026-01-21 22:13:38,2026-01-21 22:37:45,24m 7s,Deutschland,paid,asia_pacific_launch,tablet,/new-arrivals,/products
S26010630852,U03178,2026-01-06 08:56:00,2026-01-06 09:20:42,24m 42s,United Arab Emirates,social,valentines_accessories,desktop,/sale,/search
S26020369225,U01539,2026-02-03 23:59:16,2026-02-04 00:03:28,4m 12s,singapore,paid,middle_east_premium,tablet,/audio,/404
S26010818511,U03350,2026-01-08 20:53:17,2026-01-08 21:01:00,7m 43s,IN,paid,middle_east_premium,mobile,/deals,/cart
S26012652816,U03872,2026-01-26 16:07:00,2026-01-26 16:23:26,986s,UK,paid,new_year_gadgets,desktop,/deals,/search
S26020101473,U04288,2026-02-01 08:10:57,2026-02-01 08:12:37,1m 40s,australia,organic,,mobile,/deals,/404
S26031701086,U02908,2026-03-17 05:21:59,2026-03-17 05:49:31,27m 32s,south africa,social,influencer_sea_q1,desktop,/accessories,/search
S26030921108,U03553,2026-03-09 23:08:00,2026-03-09 23:27:54,1194s,India,social,influencer_sea_q1,mobile,/,/cart
S26032680785,U00531,2026-03-26 14:07:15,2026-03-26 14:16:52,9m 37s,japan,direct,,desktop,/deals,/cart
S26021735811,U04976,2026-02-17 08:35:44,2026-02-17 08:49:01,13m 17s,germany,organic,,mobile,/deals,/search
S26030251347,U02406,2026-03-02 01:29:38,2026-03-02 01:49:25,19m 47s,FR,organic,,desktop,/sale,/404
S26030359837,U04958,2026-03-03 18:00:16,2026-03-03 18:15:56,15m 40s,UAE,direct,,desktop,/sale,/cart
S26031531714,U03104,2026-03-15 10:04:47,2026-03-15 10:16:20,11m 33s,US,paid,spring_sale_2026,desktop,/deals,/search
S26011447620,U00092,2026-01-14 04:27:47,2026-01-14 04:43:59,972s,united states,direct,,desktop,/wearables,/search
S26030931881,U03580,2026-03-09 08:39:22,2026-03-09 08:59:05,1183s,canada,direct,,mobile,/new-arrivals,/
S26012449458,U02066,2026-01-24 07:59:11,2026-01-24 08:18:35,1164s,china,social,latam_social_push,desktop,/,/search
S26032820308,U04225,2026-03-28 11:54:55,2026-03-28 11:57:49,174s,AU,organic,,mobile,/new-arrivals,/
S26020980973,U00448,2026-02-09 01:59:35,2026-02-09 02:20:58,1283s,China,paid,spring_sale_2026,tablet,/tablets,/cart
S26032686729,U04657,2026-03-26 03:22:55,2026-03-26 03:43:23,20m 28s,CO,social,valentines_accessories,mobile,/new-arrivals,/cart
S26020227803,U02916,2026-02-02 21:16:16,2026-02-02 21:23:00,6m 44s,FR,paid,middle_east_premium,mobile,/tablets,/404
S26031624842,U02533,2026-03-16 10:44:53,2026-03-16 10:48:14,201s,france,paid,asia_pacific_launch,desktop,/new-arrivals,/
S26020978603,U03664,2026-02-09 00:47:21,2026-02-09 01:07:06,19m 45s,JP,direct,,mobile,/phones,/
S26022676972,U02596,2026-02-26 16:21:00,2026-02-26 16:32:39,699s,Chile,social,latam_social_push,mobile,/new-arrivals,/search
S26031001706,U04897,2026-03-10 18:38:33,2026-03-10 18:41:16,163s,UAE,social,latam_social_push,desktop,/,/
S26022063528,U01149,2026-02-20 09:06:53,2026-02-20 09:36:27,29m 34s,china,organic,,mobile,/,/
S26032203259,U03715,2026-03-22 08:04:49,2026-03-22 08:11:49,420s,australia,organic,,mobile,/deals,/404
S26010741152,U01191,2026-01-07 17:21:47,2026-01-07 17:31:41,9m 54s,India,organic,,desktop,/accessories,/404
S26032851973,U04755,2026-03-28 07:02:50,2026-03-28 07:22:37,19m 47s,france,organic,,mobile,/,/products
S26010618940,U04527,2026-01-06 11:26:23,2026-01-06 11:39:11,12m 48s,Australia,social,latam_social_push,desktop,/new-arrivals,/search
S26011914003,U00428,2026-01-19 10:13:35,2026-01-19 10:39:28,25m 53s,FR,paid,retargeting_global,tablet,/,/cart
S26031474351,U04476,2026-03-14 06:19:45,2026-03-14 06:38:16,18m 31s,Australia,paid,asia_pacific_launch,mobile,/accessories,/
S26012777887,U04489,2026-01-27 10:35:54,2026-01-27 10:36:55,61s,canada,email,tech_tuesday_email,tablet,/new-arrivals,/cart
S26010724477,U03761,2026-01-07 17:40:34,2026-01-07 18:02:18,1304s,US,direct,,desktop,/new-arrivals,/404
S26022104840,U03747,2026-02-21 09:47:53,2026-02-21 10:04:29,16m 36s,united kingdom,email,tech_tuesday_email,mobile,/deals,/
S26020876600,U00388,2026-02-08 02:35:01,2026-02-08 02:35:44,43s,Argentina,social,latam_social_push,desktop,/sale,/
S26032518157,U02955,2026-03-25 09:45:33,2026-03-25 09:49:22,229s,australia,email,tech_tuesday_email,mobile,/new-arrivals,/
S26030349302,U03417,2026-03-03 00:13:15,2026-03-03 00:26:32,13m 17s,ZA,social,latam_social_push,desktop,/,/cart
S26032484399,U00171,2026-03-24 18:38:05,2026-03-24 18:50:53,12m 48s,Singapore,paid,retargeting_global,tablet,/new-arrivals,/search
S26012162429,U04406,2026-01-21 15:46:03,2026-01-21 16:14:44,28m 41s,SG,social,influencer_sea_q1,desktop,/,/404
S26021729589,U02527,2026-02-17 07:59:22,2026-02-17 08:08:57,9m 35s,china,direct,,desktop,/,/products
S26010974255,U02668,2026-01-09 00:35:10,2026-01-09 00:59:21,1451s,India,paid,new_year_gadgets,desktop,/audio,/
S26011455389,U00221,2026-01-14 09:45:45,2026-01-14 10:01:48,963s,Italy,organic,,desktop,/,/cart
S26012585500,U01535,2026-01-25 09:15:19,2026-01-25 09:38:52,23m 33s,CA,organic,,desktop,/,/404
S26021254595,U00403,2026-02-12 09:56:45,2026-02-12 10:19:22,1357s,CO,social,valentines_accessories,tablet,/sale,/search
S26011128731,U01575,2026-01-11 14:08:40,2026-01-11 14:35:53,1633s,CA,paid,retargeting_global,desktop,/audio,/404
S26011048495,U01994,2026-01-10 11:44:52,2026-01-10 11:54:20,568s,CA,organic,,mobile,/wearables,/
S26020725701,U01699,2026-02-07 11:09:30,2026-02-07 11:17:24,474s,ZA,email,tech_tuesday_email,desktop,/sale,/cart
S26021052875,U01257,2026-02-10 11:19:18,2026-02-10 11:30:43,685s,china,paid,asia_pacific_launch,mobile,/sale,/404
S26030572587,U00280,2026-03-05 22:10:37,2026-03-05 22:22:30,11m 53s,TH,social,influencer_sea_q1,mobile,/tablets,/404
S26031571365,U02865,2026-03-15 04:09:40,2026-03-15 04:17:30,7m 50s,Thailand,social,influencer_sea_q1,mobile,/,/
S26012271237,U02573,2026-01-22 10:40:04,2026-01-22 11:03:56,1432s,UK,email,tech_tuesday_email,desktop,/wearables,/
S26021681395,U04587,2026-02-16 16:32:40,2026-02-16 16:48:39,959s,germany,email,tech_tuesday_email,desktop,/,/cart
S26032615002,U04346,2026-03-26 14:19:58,2026-03-26 14:48:00,28m 2s,chile,social,influencer_sea_q1,mobile,/new-arrivals,/cart
S26010986221,U03504,2026-01-09 23:54:21,2026-01-10 00:15:12,20m 51s,Argentina,social,latam_social_push,mobile,/sale,/
S26032653303,U00292,2026-03-26 05:50:04,2026-03-26 06:19:05,1741s,Deutschland,paid,spring_sale_2026,desktop,/sale,/search
S26022338075,U03508,2026-02-23 17:14:48,2026-02-23 17:27:39,771s,China,paid,retargeting_global,mobile,/deals,/search
S26021865048,U01801,2026-02-18 07:33:04,2026-02-18 08:00:57,27m 53s,USA,organic,,tablet,/accessories,/cart
S26011729967,U04912,2026-01-17 09:03:44,2026-01-17 09:26:51,23m 7s,BR,paid,spring_sale_2026,desktop,/phones,/
S26011856235,U03506,2026-01-18 22:01:49,2026-01-18 22:15:19,810s,United Arab Emirates,paid,new_year_gadgets,mobile,/,/404
S26013120993,U03212,2026-01-31 07:08:12,2026-01-31 07:21:50,13m 38s,ZA,paid,spring_sale_2026,mobile,/deals,/cart
S26010649027,U04404,2026-01-06 19:21:18,2026-01-06 19:44:18,1380s,IT,organic,,desktop,/new-arrivals,/
S26030745286,U01636,2026-03-07 18:49:15,2026-03-07 18:56:28,7m 13s,TH,social,valentines_accessories,mobile,/,/products
S26012924596,U03975,2026-01-29 02:39:09,2026-01-29 02:55:51,16m 42s,Singapore,paid,retargeting_global,desktop,/deals,/search
S26031429709,U01400,2026-03-14 15:18:27,2026-03-14 15:24:56,389s,australia,direct,,desktop,/sale,/search
S26030153387,U00624,2026-03-01 05:45:08,2026-03-01 06:09:29,24m 21s,ZA,direct,,mobile,/tablets,/404
S26032186707,U02795,2026-03-21 00:35:35,2026-03-21 00:45:24,9m 49s,UAE,paid,retargeting_global,mobile,/sale,/cart
S26022140297,U00124,2026-02-21 05:41:05,2026-02-21 05:56:51,15m 46s,JP,direct,,desktop,/deals,/404
