user_id,user_type,first_seen_date,country,lifetime_orders
U00762,new,2025-02-25,MX,0
U00763,new,2025-11-04,CO,0
U00764,returning,2025-10-10,DE,4
U00765,new,2025-07-26,AU,0
U00766,new,2025-11-07,AE,0
U00767,returning,2025-03-11,FR,10
U00768,returning,2025-12-19,CA,8
U00769,new,2025-07-26,IT,0
U00770,returning,2025-03-13,BR,4
U00771,new,2025-01-20,IN,0
U00772,returning,2025-06-23,AE,11
U00773,new,2025-06-12,FR,0
U00774,new,2025-09-22,AE,0
U00775,returning,2025-11-24,US,12
U00776,new,2025-03-04,TH,0
U00777,new,2025-01-13,CN,0
U00778,returning,2025-02-14,GB,12
U00779,returning,2025-08-30,AU,11
U00780,new,2025-11-10,FR,0
U00781,returning,2025-01-10,IN,6
U00782,new,2025-07-31,SG,0
U00783,new,2025-01-16,CN,0
U00784,new,2025-02-28,CA,0
U00785,new,2025-11-01,US,0
U00786,returning,2025-03-18,BR,10
U00787,new,2025-12-11,IT,0
U00788,new,2025-07-08,AU,0
U00789,new,2025-04-04,CL,0
U00790,returning,2025-05-27,FR,9
U00791,new,2025-01-28,IT,0
U00792,new,2025-06-26,IN,0
U00793,new,2025-11-27,AR,0
U00794,new,2025-04-17,BR,0
U00795,new,2025-02-04,JP,0
U00796,returning,2025-07-11,ZA,12
U00797,returning,2025-12-26,GB,10
U00798,new,2025-05-31,AR,0
U00799,returning,2025-04-26,AR,4
U00800,returning,2025-11-08,DE,12
U00801,returning,2025-05-25,IT,4
U00802,new,2025-06-30,CA,0
U00803,new,2025-02-10,IT,0
U00804,new,2025-05-11,AU,0
U00805,new,2025-01-04,TH,0
U00806,returning,2025-10-15,CA,5
U00807,returning,2025-05-24,TH,8
U00808,returning,2025-10-03,CL,3
U00809,new,2025-04-09,CN,0
U00810,new,2025-02-02,SG,0
U00811,returning,2025-08-16,DE,11
U00812,returning,2025-02-20,CL,2
U00813,new,2025-04-01,AU,0
U00814,returning,2025-04-29,IT,3
U00815,returning,2025-05-08,CA,3
U00816,new,2025-05-23,US,0
U00817,new,2025-03-04,GB,0
U00818,new,2025-08-17,CN,0
U00819,new,2025-07-20,MX,0
U00820,new,2025-08-29,JP,0
U00821,returning,2025-11-18,AU,12
U00822,new,2025-08-12,SG,0
U00823,new,2025-05-16,IN,0
U00824,new,2025-08-30,AE,0
U00825,new,2025-05-09,DE,0
U00826,returning,2025-03-16,TH,9
U00827,new,2025-02-23,IN,0
U00828,new,2025-01-24,CA,0
U00829,returning,2025-06-21,TH,2
U00830,new,2025-07-13,JP,0
U00831,new,2025-12-18,CL,0
U00832,new,2025-04-23,JP,0
U00833,new,2025-07-19,AU,0
U00834,new,2025-09-30,SG,0
U00835,new,2025-04-27,ZA,0
U00836,new,2025-09-15,CN,0
U00837,returning,2025-07-04,AU,7
U00838,new,2025-08-22,SG,0
U00839,new,2025-07-11,CN,0
U00840,new,2025-08-11,IN,0
U00841,new,2025-03-02,SG,0
U00842,returning,2025-01-07,GB,1
U00843,new,2025-08-13,CA,0
U00844,returning,2025-03-23,US,7
U00845,new,2025-12-27,AU,0
U00846,new,2025-04-12,FR,0
U00847,new,2025-09-26,FR,0
U00848,returning,2025-11-19,AE,5
U00849,new,2025-08-31,TH,0
U00850,new,2025-06-07,JP,0
U00851,new,2025-04-26,DE,0
U00852,returning,2025-03-23,CO,9
U00853,new,2025-08-31,AU,0
U00854,returning,2025-01-13,AU,5
U00855,new,2025-05-03,SG,0
U00856,new,2025-02-05,ZA,0
U00857,new,2025-01-02,GB,0
U00858,new,2025-04-25,US,0
U00859,new,2025-05-17,US,0
U00860,new,2025-12-24,CN,0
U00861,returning,2025-11-15,SG,3
U00862,new,2025-08-04,JP,0
U00863,new,2025-09-10,US,0
U00864,new,2025-06-08,SG,0
U00865,new,2025-01-12,AE,0
U00866,new,2025-08-30,SG,0
U00867,new,2025-07-29,AE,0
U00868,new,2025-01-27,FR,0
U00869,returning,2025-03-10,AU,3
U00870,returning,2025-06-27,CN,10
U00871,new,2025-05-04,FR,0
U00872,new,2025-03-24,FR,0
U00873,new,2025-04-05,CN,0
U00874,new,2025-07-09,AU,0
U00875,new,2025-05-29,SG,0
U00876,new,2025-03-26,FR,0
U00877,returning,2025-07-16,AU,5
U00878,returning,2025-07-05,IN,1
U00879,new,2025-01-07,SG,0
U00880,new,2025-05-14,JP,0
U00881,new,2025-08-16,DE,0
U00882,returning,2025-07-29,CN,6
U00883,new,2025-08-26,TH,0
U00884,new,2025-09-05,CL,0
U00885,returning,2025-11-01,JP,8
U00886,new,2025-09-25,JP,0
U00887,returning,2025-07-24,CN,12
U00888,new,2025-11-01,BR,0
U00889,new,2025-04-02,ZA,0
U00890,new,2025-01-13,SG,0
U00891,returning,2025-09-29,AE,3
U00892,returning,2025-09-25,CN,1
U00893,returning,2025-09-13,JP,3
U00894,new,2025-04-29,DE,0
U00895,returning,2025-08-13,SG,6
U00896,new,2025-03-06,FR,0
U00897,new,2025-04-08,BR,0
U00898,returning,2025-03-02,TH,10
U00899,new,2025-08-10,CO,0
U00900,new,2025-11-11,JP,0
U00901,new,2025-09-24,IN,0
U00902,new,2025-08-03,JP,0
U00903,new,2025-09-07,GB,0
U00904,new,2025-07-01,TH,0
U00905,new,2025-10-02,CA,0
U00906,returning,2025-07-31,CN,1
U00907,returning,2025-12-25,SG,11
U00908,new,2025-01-04,ZA,0
U00909,new,2025-04-03,FR,0
U00910,new,2025-10-29,DE,0
U00911,new,2025-08-14,SG,0
U00912,new,2025-12-09,MX,0
U00913,new,2025-12-05,AE,0
U00914,new,2025-03-24,SG,0
U00915,new,2025-08-05,JP,0
U00916,new,2025-01-09,CA,0
U00917,new,2025-10-29,CL,0
U00918,returning,2025-02-09,IN,10
U00919,returning,2025-04-25,IT,11
U00920,new,2025-11-10,CN,0
U00921,returning,2025-12-26,CA,5
U00922,new,2025-03-14,AR,0
U00923,returning,2025-08-09,DE,8
U00924,returning,2025-05-06,IN,10
U00925,new,2025-05-01,FR,0
U00926,new,2025-05-21,AE,0
U00927,new,2025-07-11,ZA,0
U00928,new,2025-09-29,IN,0
U00929,new,2025-12-06,CN,0
U00930,new,2025-08-25,AU,0
U00931,new,2025-05-02,CA,0
U00932,returning,2025-11-04,TH,9
U00933,returning,2025-11-29,FR,6
U00934,new,2025-06-10,CL,0
U00935,new,2025-04-25,TH,0
U00936,new,2025-11-25,AE,0
U00937,new,2025-03-12,IN,0
U00938,returning,2025-02-13,FR,2
U00939,new,2025-01-15,FR,0
U00940,new,2025-12-05,IT,0
U00941,new,2025-10-16,SG,0
U00942,new,2025-10-17,FR,0
U00943,returning,2025-03-19,US,12
U00944,returning,2025-07-30,AU,6
U00945,new,2025-11-19,AR,0
U00946,new,2025-08-27,TH,0
U00947,new,2025-11-02,TH,0
U00948,returning,2025-03-22,US,9
U00949,returning,2025-06-02,IN,4
U00950,new,2025-02-25,AU,0
U00951,new,2025-03-02,GB,0
U00952,returning,2025-02-19,GB,3
U00953,new,2025-09-08,ZA,0
U00954,returning,2025-04-09,CN,9
U00955,new,2025-06-21,US,0
U00956,new,2025-05-16,CN,0
U00957,new,2025-05-20,IT,0
U00958,new,2025-08-02,TH,0
U00959,new,2025-03-06,ZA,0
U00960,returning,2025-05-27,AU,2
U00961,new,2025-07-29,SG,0
U00962,new,2025-03-16,CO,0
U00963,new,2025-02-18,SG,0
U00964,new,2025-12-02,ZA,0
U00965,new,2025-02-23,JP,0
U00966,new,2025-11-12,AU,0
U00967,returning,2025-09-17,BR,9
U00968,new,2025-02-15,CA,0
U00969,new,2025-09-15,MX,0
U00970,new,2025-08-19,AU,0
U00971,returning,2025-01-28,ZA,3
U00972,returning,2025-11-21,DE,7
U00973,returning,2025-10-13,ZA,9
U00974,new,2025-09-01,AU,0
U00975,new,2025-10-05,IT,0
U00976,new,2025-03-25,CO,0
U00977,new,2025-11-24,US,0
U00978,new,2025-10-13,GB,0
U00979,new,2025-12-31,JP,0
U00980,new,2025-06-06,CN,0
U00981,new,2025-05-16,IN,0
U00982,returning,2025-01-14,US,9
U00983,new,2025-03-03,AR,0
U00984,new,2025-05-06,US,0
U00985,returning,2025-08-05,GB,7
U00986,new,2025-12-16,US,0
U00987,returning,2025-09-05,CN,2
U00988,new,2025-08-07,MX,0
U00989,new,2025-01-05,IN,0
U00990,returning,2025-08-10,AU,6
U00991,returning,2025-01-07,US,4
U00992,returning,2025-05-14,JP,4
U00993,new,2025-11-26,SG,0
U00994,new,2025-01-15,JP,0
U00995,new,2025-09-04,CA,0
U00996,new,2025-08-19,IN,0
U00997,returning,2025-02-15,JP,11
U00998,new,2025-03-06,ZA,0
U00999,returning,2025-01-28,JP,6
U01000,new,2025-09-22,GB,0
U01001,new,2025-05-29,IN,0
U01002,new,2025-11-04,DE,0
U01003,returning,2025-03-29,AU,6
U01004,returning,2025-09-08,CN,6
U01005,returning,2025-02-04,GB,5
U01006,returning,2025-10-17,AR,4
U01007,returning,2025-08-18,JP,10
U01008,returning,2025-10-21,CA,9
U01009,new,2025-11-26,CN,0
U01010,new,2025-12-02,FR,0
U01011,new,2025-10-09,ZA,0
U01012,returning,2025-07-28,AU,8
U01013,returning,2025-03-03,AR,9
U01014,new,2025-03-16,JP,0
U01015,returning,2025-08-07,SG,11
U01016,returning,2025-05-22,AE,1
U01017,new,2025-10-30,GB,0
U01018,new,2025-05-07,JP,0
U01019,returning,2025-01-14,JP,2
U01020,new,2025-07-30,CA,0
U01021,returning,2025-01-08,SG,11
U01022,new,2025-06-09,AU,0
U01023,returning,2025-08-15,AU,6
U01024,returning,2025-04-20,CA,8
U01025,returning,2025-03-31,CA,4
U01026,new,2025-04-24,IT,0
U01027,returning,2025-05-22,AU,11
U01028,returning,2025-11-21,GB,10
U01029,new,2025-03-01,AE,0
U01030,returning,2025-12-12,CA,10
U01031,new,2025-05-25,CN,0
U01032,new,2025-07-20,TH,0
U01033,new,2025-02-26,ZA,0
U01034,new,2025-08-26,FR,0
U01035,new,2025-12-19,IN,0
U01036,returning,2025-11-16,FR,4
U01037,new,2025-09-06,AE,0
U01038,returning,2025-01-21,AU,1
U01039,new,2025-03-13,GB,0
U01040,new,2025-03-07,AU,0
U01041,new,2025-12-22,CN,0
U01042,returning,2025-01-22,GB,11
U01043,new,2025-08-17,SG,0
U01044,new,2025-03-12,DE,0
U01045,returning,2025-12-12,IN,6
U01046,new,2025-10-04,AE,0
U01047,new,2025-05-06,CA,0
U01048,new,2025-04-11,JP,0
U01049,returning,2025-02-02,AU,7
U01050,new,2025-05-20,MX,0
U01051,returning,2025-08-12,JP,2
U01052,new,2025-10-01,CO,0
U01053,returning,2025-03-08,JP,7
U01054,returning,2025-05-23,SG,5
U01055,returning,2025-02-10,AU,9
U01056,new,2025-04-25,JP,0
U01057,returning,2025-11-16,JP,12
U01058,new,2025-05-06,JP,0
U01059,new,2025-07-07,AU,0
U01060,new,2025-06-06,AU,0
U01061,returning,2025-07-15,SG,5
U01062,returning,2025-07-21,TH,1
U01063,returning,2025-01-23,JP,9
U01064,new,2025-11-09,CN,0
U01065,new,2025-10-11,FR,0
U01066,returning,2025-07-17,ZA,6
U01067,new,2025-06-05,JP,0
U01068,new,2025-01-11,TH,0
U01069,new,2025-04-23,CA,0
U01070,new,2025-08-07,FR,0
U01071,new,2025-01-27,CO,0
U01072,new,2025-06-10,IT,0
U01073,new,2025-03-26,DE,0
U01074,new,2025-12-14,SG,0
U01075,returning,2025-05-14,IT,9
U01076,new,2025-11-17,US,0
U01077,new,2025-07-24,TH,0
U01078,returning,2025-08-25,JP,9
U01079,new,2025-07-20,CN,0
U01080,returning,2025-11-03,TH,8
U01081,returning,2025-06-09,SG,8
U01082,new,2025-04-13,AR,0
U01083,new,2026-01-01,TH,0
U01084,returning,2025-01-30,FR,1
U01085,returning,2025-03-30,FR,5
U01086,new,2025-05-10,SG,0
U01087,new,2025-06-04,AE,0
U01088,new,2025-12-05,DE,0
U01089,returning,2025-09-27,IN,11
U01090,new,2025-04-11,US,0
U01091,returning,2025-06-30,SG,4
U01092,new,2025-02-17,ZA,0
U01093,new,2025-04-21,TH,0
U01094,new,2025-02-15,CN,0
U01095,new,2025-05-20,DE,0
U01096,new,2025-12-06,AE,0
U01097,new,2025-09-19,US,0
U01098,new,2025-08-18,AU,0
U01099,returning,2025-03-26,DE,6
U01100,new,2025-10-26,AU,0
U01101,new,2025-08-07,TH,0
U01102,returning,2025-05-22,AE,9
U01103,returning,2025-01-09,TH,2
U01104,returning,2025-04-28,BR,2
U01105,returning,2025-10-31,GB,3
U01106,new,2025-12-18,DE,0
U01107,new,2025-02-13,JP,0
U01108,returning,2025-02-24,CA,9
U01109,returning,2025-09-01,DE,9
U01110,new,2025-01-03,CO,0
U01111,returning,2025-10-12,AR,1
U01112,new,2025-07-26,TH,0
U01113,new,2025-03-25,MX,0
U01114,new,2025-12-25,JP,0
U01115,new,2025-03-25,IT,0
U01116,new,2025-06-07,IN,0
U01117,new,2025-11-15,IN,0
U01118,returning,2025-09-08,CL,11
U01119,new,2025-11-04,IT,0
U01120,new,2025-05-10,IN,0
U01121,returning,2025-11-02,US,2
U01122,returning,2025-02-04,GB,4
U01123,returning,2025-10-15,US,11
U01124,returning,2025-04-21,CL,11
U01125,returning,2025-08-05,ZA,4
U01126,new,2025-04-16,ZA,0
U01127,new,2025-01-05,JP,0
U01128,new,2025-08-15,IT,0
U01129,new,2025-06-03,GB,0
U01130,new,2025-04-29,IT,0
U01131,returning,2025-05-05,TH,11
U01132,new,2025-08-30,AE,0
U01133,new,2025-05-13,JP,0
U01134,new,2025-03-25,CA,0
U01135,returning,2025-10-19,US,7
U01136,new,2025-06-19,CA,0
U01137,returning,2025-09-26,SG,2
U01138,new,2025-03-01,MX,0
U01139,new,2025-04-16,IN,0
U01140,new,2025-10-24,ZA,0
U01141,returning,2025-11-27,SG,4
U01142,new,2025-08-13,TH,0
U01143,returning,2025-06-03,CA,9
U01144,new,2025-07-11,AU,0
U01145,new,2025-04-17,ZA,0
U01146,returning,2025-08-18,DE,12
U01147,returning,2025-12-31,JP,12
U01148,returning,2025-08-10,JP,7
U01149,returning,2025-08-02,CN,11
U01150,returning,2025-03-07,CO,2
U01151,returning,2025-03-11,CN,12
U01152,returning,2025-01-29,JP,11
U01153,returning,2025-04-26,US,3
U01154,returning,2025-10-17,CA,1
U01155,new,2025-05-18,DE,0
U01156,returning,2025-04-01,US,8
U01157,new,2025-04-29,AE,0
U01158,returning,2025-07-09,AE,12
U01159,returning,2025-07-15,GB,6
U01160,new,2025-03-25,AU,0
U01161,returning,2025-03-29,GB,1
U01162,new,2025-06-22,IT,0
U01163,new,2025-05-13,FR,0
U01164,returning,2025-07-21,TH,2
U01165,new,2025-09-27,FR,0
U01166,returning,2025-01-09,JP,2
U01167,returning,2025-09-01,SG,1
U01168,new,2025-03-15,CL,0
U01169,new,2025-06-19,US,0
U01170,new,2025-09-04,GB,0
U01171,new,2025-06-05,US,0
U01172,returning,2025-12-10,CN,3
U01173,new,2025-07-23,US,0
U01174,new,2025-05-04,AU,0
U01175,new,2025-01-05,JP,0
U01176,new,2025-06-20,JP,0
U01177,returning,2025-06-18,CN,5
U01178,new,2025-01-27,DE,0
U01179,returning,2025-02-02,DE,9
U01180,new,2025-10-16,TH,0
U01181,returning,2025-04-23,CN,2
U01182,new,2025-12-14,FR,0
U01183,new,2025-10-29,GB,0
U01184,returning,2025-04-19,AR,10
U01185,new,2025-03-05,US,0
U01186,returning,2025-07-16,ZA,4
U01187,returning,2025-11-11,ZA,5
U01188,new,2025-05-21,IT,0
U01189,new,2025-11-11,GB,0
U01190,returning,2025-04-07,GB,7
U01191,new,2025-05-13,IN,0
U01192,new,2025-12-25,IN,0
U01193,new,2025-10-20,ZA,0
U01194,new,2025-06-06,MX,0
U01195,new,2025-01-31,IN,0
U01196,returning,2025-10-14,GB,7
U01197,returning,2025-11-24,FR,8
U01198,returning,2025-05-06,AU,11
U01199,returning,2025-08-19,DE,7
U01200,new,2025-07-12,CA,0
U01201,returning,2025-02-16,IN,7
U01202,new,2025-01-12,SG,0
U01203,new,2025-06-12,MX,0
U01204,new,2025-02-03,IN,0
U01205,new,2025-11-21,CA,0
U01206,returning,2025-07-17,CO,6
U01207,returning,2025-01-21,FR,1
U01208,new,2025-04-03,TH,0
U01209,new,2025-06-21,SG,0
U01210,returning,2025-07-23,US,7
U01211,new,2025-02-15,JP,0
U01212,new,2025-04-27,GB,0
U01213,new,2025-03-30,SG,0
U01214,returning,2025-12-14,TH,11
U01215,returning,2025-02-19,ZA,2
U01216,new,2025-11-27,ZA,0
U01217,new,2025-09-03,GB,0
U01218,returning,2025-02-12,TH,9
U01219,returning,2025-01-16,TH,1
U01220,new,2025-08-07,GB,0
U01221,returning,2025-09-07,ZA,11
U01222,new,2025-11-16,IN,0
U01223,new,2025-05-24,DE,0
U01224,returning,2025-11-12,TH,12
U01225,new,2025-02-11,CA,0
U01226,new,2025-01-06,CN,0
U01227,new,2025-11-11,GB,0
U01228,new,2025-05-19,CL,0
U01229,returning,2025-10-08,ZA,10
U01230,new,2025-01-11,SG,0
U01231,returning,2025-08-01,CN,2
U01232,new,2025-12-18,BR,0
U01233,new,2025-12-09,CN,0
U01234,new,2025-07-19,DE,0
U01235,returning,2025-12-04,TH,12
U01236,new,2025-08-04,AU,0
U01237,returning,2025-07-02,IN,10
U01238,new,2025-06-24,IN,0
U01239,returning,2025-05-26,AU,1
U01240,new,2025-10-19,AU,0
U01241,returning,2025-08-29,BR,12
U01242,returning,2025-04-05,CA,2
U01243,returning,2025-06-05,JP,6
U01244,returning,2025-03-18,AE,9
U01245,returning,2025-01-17,AE,2
U01246,new,2025-10-01,CN,0
U01247,new,2025-10-06,DE,0
U01248,new,2025-10-04,ZA,0
U01249,returning,2025-11-22,AE,5
U01250,new,2025-02-23,CA,0
U01251,returning,2025-06-20,SG,11
U01252,new,2025-02-18,DE,0
U01253,new,2025-01-17,TH,0
U01254,new,2025-08-31,US,0
U01255,returning,2025-04-22,SG,5
U01256,new,2025-03-09,JP,0
U01257,new,2025-10-20,CN,0
U01258,new,2025-09-05,IN,0
U01259,new,2025-05-10,AU,0
U01260,new,2025-02-09,FR,0
U01261,new,2025-08-24,GB,0
U01262,returning,2025-05-11,AU,10
U01263,new,2025-08-24,GB,0
U01264,new,2025-01-25,AR,0
U01265,new,2025-12-28,AU,0
U01266,new,2025-05-08,JP,0
U01267,new,2025-08-07,CL,0
U01268,new,2025-01-20,CA,0
U01269,new,2025-03-28,IT,0
U01270,new,2025-10-13,IN,0
U01271,returning,2025-11-25,TH,2
U01272,returning,2025-05-20,MX,5
U01273,returning,2025-07-09,CA,8
U01274,new,2025-03-07,JP,0
U01275,new,2025-08-01,CN,0
U01276,new,2025-02-08,IN,0
U01277,new,2025-05-29,FR,0
U01278,returning,2025-01-13,TH,7
U01279,new,2025-08-26,AU,0
U01280,new,2025-05-13,DE,0
U01281,new,2025-07-31,AU,0
U01282,returning,2025-09-22,CN,7
U01283,new,2025-06-19,ZA,0
U01284,new,2025-04-29,AE,0
U01285,new,2025-11-08,DE,0
U01286,new,2025-09-02,CN,0
U01287,new,2025-06-20,AU,0
U01288,new,2025-03-15,SG,0
U01289,new,2025-07-02,AR,0
U01290,new,2025-03-13,SG,0
U01291,new,2025-08-03,GB,0
U01292,new,2025-01-08,TH,0
U01293,new,2025-08-03,CO,0
U01294,returning,2025-12-21,TH,11
U01295,returning,2025-01-29,AU,1
U01296,new,2025-06-13,AU,0
U01297,new,2025-08-14,TH,0
U01298,new,2025-12-28,CA,0
U01299,new,2025-03-18,AE,0
U01300,returning,2025-01-15,TH,8
U01301,new,2025-12-07,ZA,0
U01302,returning,2025-02-25,SG,3
U01303,new,2025-04-22,JP,0
U01304,new,2025-08-08,ZA,0
U01305,returning,2025-09-06,TH,9
U01306,returning,2025-02-25,SG,4
U01307,returning,2025-07-05,TH,3
U01308,returning,2025-09-11,TH,12
U01309,new,2025-02-10,JP,0
U01310,returning,2025-09-26,ZA,7
U01311,new,2025-02-18,TH,0
U01312,returning,2025-08-26,JP,9
U01313,new,2025-01-19,IN,0
U01314,returning,2025-01-29,IT,5
U01315,new,2025-01-18,IT,0
U01316,new,2025-10-23,MX,0
U01317,new,2025-02-14,AE,0
U01318,returning,2025-11-13,CN,11
U01319,new,2025-02-14,IN,0
U01320,new,2025-02-05,US,0
U01321,new,2025-12-12,CN,0
U01322,new,2025-07-27,JP,0
U01323,returning,2025-05-21,JP,3
U01324,new,2025-12-15,TH,0
U01325,returning,2025-03-11,CA,5
U01326,new,2025-06-29,DE,0
U01327,new,2025-10-26,CO,0
U01328,returning,2025-11-16,SG,11
U01329,returning,2025-08-03,SG,12
U01330,new,2025-07-18,US,0
U01331,new,2025-06-03,US,0
U01332,returning,2025-10-04,AE,11
U01333,new,2025-09-21,JP,0
U01334,returning,2025-10-26,JP,6
U01335,returning,2025-03-31,FR,1
U01336,returning,2025-06-28,AE,9
U01337,new,2025-04-05,DE,0
U01338,returning,2025-04-20,DE,9
U01339,new,2025-08-15,SG,0
U01340,new,2025-10-09,IT,0
U01341,new,2025-08-23,FR,0
U01342,new,2025-04-30,IN,0
U01343,returning,2025-08-03,IN,3
U01344,returning,2025-07-12,AU,2
U01345,returning,2025-11-04,SG,1
U01346,new,2025-05-07,CA,0
U01347,new,2025-11-24,IT,0
U01348,new,2025-10-21,CL,0
U01349,returning,2025-09-08,CN,1
U01350,new,2025-01-20,IN,0
U01351,returning,2025-01-21,US,10
U01352,new,2025-06-12,JP,0
U01353,new,2025-03-22,US,0
U01354,returning,2025-06-28,CN,10
U01355,new,2025-11-16,MX,0
U01356,returning,2025-06-13,AR,7
U01357,returning,2025-12-25,JP,9
U01358,new,2025-08-19,SG,0
U01359,new,2025-04-02,CO,0
U01360,new,2025-10-30,IN,0
U01361,returning,2025-05-14,CA,9
U01362,new,2025-06-27,SG,0
U01363,new,2025-01-22,FR,0
U01364,new,2025-01-22,SG,0
U01365,returning,2025-08-20,SG,2
U01366,new,2025-03-08,CN,0
U01367,returning,2025-06-20,TH,5
U01368,returning,2025-02-09,DE,4
U01369,new,2025-06-25,JP,0
U01370,new,2025-11-07,AU,0
U01371,returning,2025-01-21,IN,12
U01372,new,2025-09-04,TH,0
U01373,returning,2025-05-05,MX,12
U01374,new,2025-12-20,BR,0
U01375,new,2025-02-18,DE,0
U01376,returning,2025-03-20,US,12
U01377,new,2025-07-18,AE,0
U01378,new,2025-02-23,AU,0
U01379,new,2025-09-10,AR,0
U01380,new,2025-02-04,AU,0
U01381,new,2025-11-30,CN,0
U01382,new,2025-02-10,JP,0
U01383,returning,2025-05-09,US,6
U01384,new,2025-01-08,FR,0
U01385,returning,2025-07-31,SG,4
U01386,new,2025-02-03,CN,0
U01387,returning,2025-06-06,CN,7
U01388,new,2025-11-03,AE,0
U01389,returning,2025-10-22,IT,11
U01390,new,2025-12-09,CN,0
U01391,new,2025-12-13,CA,0
U01392,new,2025-07-30,SG,0
U01393,new,2025-04-24,AE,0
U01394,new,2025-11-03,IN,0
U01395,new,2025-11-13,CL,0
U01396,returning,2025-09-03,IT,9
U01397,new,2025-04-01,JP,0
U01398,new,2025-10-24,TH,0
U01399,new,2025-06-17,SG,0
U01400,returning,2025-05-14,AU,3
U01401,new,2025-06-26,IN,0
U01402,new,2025-01-23,AU,0
U01403,new,2025-01-10,DE,0
U01404,returning,2025-03-31,AU,3
U01405,returning,2025-06-01,US,3
U01406,new,2025-03-07,AU,0
U01407,returning,2025-10-14,TH,4
U01408,returning,2025-06-03,TH,10
U01409,new,2025-01-31,JP,0
U01410,returning,2025-11-12,CO,5
U01411,new,2025-04-26,US,0
U01412,new,2025-02-20,TH,0
U01413,new,2025-06-07,AU,0
U01414,new,2025-08-11,SG,0
U01415,new,2025-12-16,DE,0
U01416,returning,2025-01-13,SG,4
U01417,new,2025-06-26,TH,0
U01418,new,2025-09-12,BR,0
U01419,new,2025-05-19,ZA,0
U01420,returning,2025-05-19,JP,2
U01421,new,2025-09-03,CL,0
U01422,new,2025-06-30,SG,0
U01423,new,2025-11-12,US,0
U01424,new,2025-01-15,IT,0
U01425,returning,2025-06-27,SG,3
U01426,returning,2025-03-29,GB,11
U01427,new,2025-02-05,CO,0
U01428,returning,2025-07-02,ZA,10
U01429,new,2025-12-01,IT,0
U01430,returning,2025-06-12,CN,1
U01431,new,2025-08-13,AE,0
U01432,new,2025-09-26,CO,0
U01433,new,2025-10-31,AU,0
U01434,returning,2025-05-14,JP,9
U01435,new,2025-11-16,ZA,0
U01436,new,2025-01-27,CN,0
U01437,new,2025-09-15,CN,0
U01438,returning,2025-02-07,GB,8
U01439,new,2025-02-08,GB,0
U01440,returning,2025-03-02,JP,11
U01441,returning,2025-12-22,IT,9
U01442,new,2025-12-07,US,0
U01443,returning,2025-07-15,AE,2
U01444,new,2025-08-30,US,0
U01445,returning,2025-10-29,CN,5
U01446,new,2025-03-18,JP,0
U01447,returning,2025-09-18,AR,11
U01448,returning,2025-11-27,JP,2
U01449,returning,2025-03-24,CA,5
U01450,returning,2025-09-17,CN,2
U01451,new,2025-03-07,AU,0
U01452,new,2025-09-13,CL,0
U01453,returning,2025-09-04,SG,4
U01454,new,2025-07-17,TH,0
U01455,new,2025-10-18,BR,0
U01456,returning,2025-03-02,DE,12
U01457,returning,2025-12-31,CN,10
U01458,returning,2025-08-13,SG,8
U01459,new,2025-10-19,US,0
U01460,returning,2025-10-27,TH,6
U01461,new,2025-03-31,IT,0
U01462,returning,2025-08-26,IN,6
U01463,new,2025-10-04,CO,0
U01464,returning,2025-11-06,IT,3
U01465,returning,2025-01-28,AU,11
U01466,new,2025-12-19,US,0
U01467,returning,2025-10-26,JP,11
U01468,new,2025-12-25,CA,0
U01469,returning,2025-07-02,MX,4
U01470,returning,2025-09-02,ZA,2
U01471,new,2025-03-06,IN,0
U01472,returning,2025-07-20,AU,5
U01473,returning,2025-12-24,IN,10
U01474,new,2025-10-04,AR,0
U01475,new,2025-08-19,AE,0
U01476,returning,2025-12-06,MX,2
U01477,returning,2025-10-29,JP,4
U01478,returning,2025-05-31,GB,6
U01479,returning,2025-04-07,JP,8
U01480,new,2025-11-04,GB,0
U01481,returning,2025-11-30,CN,8
U01482,new,2025-05-03,JP,0
U01483,new,2025-05-17,CN,0
U01484,new,2025-06-30,US,0
U01485,new,2025-04-14,DE,0
U01486,new,2025-03-04,JP,0
U01487,new,2025-11-07,CO,0
U01488,returning,2025-05-15,TH,6
U01489,new,2025-04-19,SG,0
U01490,new,2025-09-10,AE,0
U01491,new,2025-02-21,CN,0
U01492,new,2025-12-10,IT,0
U01493,new,2025-01-29,SG,0
U01494,new,2025-04-10,FR,0
U01495,new,2025-07-31,AR,0
U01496,returning,2025-05-12,GB,10
U01497,new,2025-02-06,TH,0
U01498,new,2025-12-17,US,0
U01499,new,2025-12-01,FR,0
U01500,returning,2025-05-01,ZA,11
U01501,new,2025-06-10,DE,0
U01502,new,2025-05-28,CA,0
U01503,new,2025-01-15,JP,0
U01504,new,2025-11-07,US,0
U01505,new,2025-04-25,CA,0
U01506,new,2025-01-02,ZA,0
U01507,new,2025-05-19,ZA,0
U01508,new,2025-11-25,BR,0
U01509,new,2025-11-21,AU,0
U01510,returning,2025-07-21,IN,5
U01511,returning,2025-02-24,US,12
U01512,returning,2025-10-18,ZA,10
U01513,returning,2025-11-29,AU,3
U01514,new,2025-10-29,ZA,0
U01515,new,2025-08-14,JP,0
U01516,new,2025-02-16,FR,0
U01517,new,2025-02-11,AU,0
U01518,returning,2025-03-08,AE,10
U01519,new,2025-03-27,CL,0
U01520,returning,2025-01-02,GB,10
U01521,new,2025-07-19,FR,0
U01522,returning,2025-06-20,FR,6
