session_id,user_id,session_start,session_end,session_duration_sec,country,traffic_source,campaign_name,device_category,landing_page,exit_page
S26020730833,U03715,2026-02-07 20:06:38 UTC,2026-02-07 20:30:04 UTC,1406,AU,paid,middle_east_premium,desktop,/,/search
S26030811954,U01955,2026-03-08 14:19:30 UTC,2026-03-08 14:40:33 UTC,1263,AU,paid,middle_east_premium,mobile,/,/products
S26012699397,U00359,2026-01-26 08:27:29 UTC,2026-01-26 08:47:26 UTC,1197,AU,paid,middle_east_premium,mobile,/sale,/search
S26032941455,U04743,2026-03-29 20:41:55 UTC,2026-03-29 21:11:04 UTC,1749,AU,paid,middle_east_premium,mobile,/new-arrivals,/search
S26020601141,U03027,2026-02-06 22:07:56 UTC,2026-02-06 22:15:45 UTC,469,AU,paid,middle_east_premium,desktop,/deals,/products
S26011985164,U00966,2026-01-19 18:54:13 UTC,2026-01-19 19:16:42 UTC,1349,AU,paid,middle_east_premium,desktop,/new-arrivals,/cart
S26022037803,U04994,2026-02-20 22:55:29 UTC,2026-02-20 23:17:37 UTC,1328,AU,paid,middle_east_premium,mobile,/sale,/cart
S26021072464,U03020,2026-02-10 16:15:19 UTC,2026-02-10 16:43:39 UTC,1700,AU,paid,middle_east_premium,desktop,/tablets,/search
S26030108731,U01040,2026-03-01 15:26:16 UTC,2026-03-01 15:41:33 UTC,917,AU,paid,middle_east_premium,desktop,/,/
S26032978202,U02195,2026-03-29 09:46:19 UTC,2026-03-29 10:03:32 UTC,1033,AU,paid,middle_east_premium,tablet,/tablets,/404
S26020687763,U01581,2026-02-06 21:08:13 UTC,2026-02-06 21:35:12 UTC,1619,AU,paid,middle_east_premium,desktop,/new-arrivals,/cart
S26021934140,U01281,2026-02-19 17:46:37 UTC,2026-02-19 18:02:45 UTC,968,AU,paid,middle_east_premium,mobile,/sale,/search
S26010334314,U03347,2026-01-03 19:02:46 UTC,2026-01-03 19:13:10 UTC,624,AU,paid,new_year_gadgets,desktop,/new-arrivals,/404
S26012925480,U00944,2026-01-29 05:05:29 UTC,2026-01-29 05:21:00 UTC,931,AU,paid,new_year_gadgets,mobile,/,/products
S26012823056,U01023,2026-01-28 03:30:30 UTC,2026-01-28 03:49:29 UTC,1139,AU,paid,new_year_gadgets,tablet,/new-arrivals,/cart
S26012277767,U01404,2026-01-22 19:11:23 UTC,2026-01-22 19:13:30 UTC,127,AU,paid,new_year_gadgets,tablet,/phones,/search
S26013100673,U01055,2026-01-31 14:30:00 UTC,2026-01-31 14:32:44 UTC,164,AU,paid,new_year_gadgets,desktop,/new-arrivals,/
S26032436421,U01055,2026-03-24 19:21:20 UTC,2026-03-24 19:26:29 UTC,309,AU,paid,new_year_gadgets,mobile,/phones,/products
S26010172426,U01265,2026-01-01 11:19:25 UTC,2026-01-01 11:20:50 UTC,85,AU,paid,new_year_gadgets,desktop,/accessories,/cart
S26020896733,U04561,2026-02-08 23:32:51 UTC,2026-02-08 23:50:08 UTC,1037,AU,paid,new_year_gadgets,desktop,/new-arrivals,/cart
S26022215054,U02808,2026-02-22 10:01:07 UTC,2026-02-22 10:14:52 UTC,825,AU,paid,new_year_gadgets,desktop,/,/
S26022489488,U03943,2026-02-24 21:59:38 UTC,2026-02-24 22:08:40 UTC,542,AU,paid,new_year_gadgets,mobile,/deals,/search
S26031669655,U02734,2026-03-16 06:22:38 UTC,2026-03-16 06:25:24 UTC,166,AU,paid,new_year_gadgets,tablet,/tablets,/cart
S26012446866,U03256,2026-01-24 15:39:59 UTC,2026-01-24 15:53:33 UTC,814,AU,paid,new_year_gadgets,mobile,/sale,/
S26032410396,U02549,2026-03-24 09:07:21 UTC,2026-03-24 09:15:31 UTC,490,AU,paid,new_year_gadgets,desktop,/wearables,/search
S26012155937,U04431,2026-01-21 19:10:49 UTC,2026-01-21 19:37:37 UTC,1608,AU,paid,new_year_gadgets,desktop,/new-arrivals,/cart
S26022477326,U01875,2026-02-24 10:28:05 UTC,2026-02-24 10:50:09 UTC,1324,AU,paid,new_year_gadgets,mobile,/,/
S26012390296,U04285,2026-01-23 12:34:01 UTC,2026-01-23 12:55:02 UTC,1261,AU,paid,new_year_gadgets,mobile,/new-arrivals,/404
S26012943588,U03562,2026-01-29 06:28:07 UTC,2026-01-29 06:44:06 UTC,959,AU,paid,new_year_gadgets,tablet,/sale,/404
S26031133910,U03448,2026-03-11 08:33:31 UTC,2026-03-11 08:47:49 UTC,858,AU,paid,new_year_gadgets,desktop,/accessories,/
S26012104248,U03764,2026-01-21 11:40:25 UTC,2026-01-21 11:58:26 UTC,1081,AU,paid,new_year_gadgets,tablet,/new-arrivals,/search
S26031449063,U04861,2026-03-14 02:41:59 UTC,2026-03-14 02:56:02 UTC,843,AU,paid,new_year_gadgets,desktop,/deals,/products
S26013065150,U04190,2026-01-30 08:28:26 UTC,2026-01-30 08:32:36 UTC,250,AU,paid,new_year_gadgets,desktop,/deals,/products
S26011434473,U00877,2026-01-14 17:17:16 UTC,2026-01-14 17:31:44 UTC,868,AU,paid,new_year_gadgets,tablet,/tablets,/search
S26010873748,U02826,2026-01-08 14:07:09 UTC,2026-01-08 14:24:07 UTC,1018,AU,paid,new_year_gadgets,desktop,/deals,/products
S26010365019,U00543,2026-01-03 05:19:42 UTC,2026-01-03 05:29:31 UTC,589,AU,paid,new_year_gadgets,mobile,/sale,/
S26012284185,U03152,2026-01-22 19:03:33 UTC,2026-01-22 19:20:14 UTC,1001,AU,paid,new_year_gadgets,mobile,/,/
S26031827483,U02779,2026-03-18 03:23:18 UTC,2026-03-18 03:35:08 UTC,710,AU,paid,new_year_gadgets,mobile,/new-arrivals,/search
S26021557263,U00658,2026-02-15 02:39:05 UTC,2026-02-15 02:47:59 UTC,534,AU,paid,new_year_gadgets,desktop,/new-arrivals,/404
S26032552129,U04108,2026-03-25 00:01:24 UTC,2026-03-25 00:14:55 UTC,811,AU,paid,new_year_gadgets,mobile,/audio,/search
S26020108442,U02498,2026-02-01 22:06:53 UTC,2026-02-01 22:20:44 UTC,831,AU,paid,new_year_gadgets,desktop,/sale,/
S26011032376,U00837,2026-01-10 07:22:36 UTC,2026-01-10 07:44:28 UTC,1312,AU,paid,new_year_gadgets,mobile,/deals,/products
S26021775141,U03716,2026-02-17 10:53:43 UTC,2026-02-17 11:12:19 UTC,1116,AU,paid,new_year_gadgets,mobile,/deals,/
S26022592545,U02003,2026-02-25 01:43:31 UTC,2026-02-25 02:10:19 UTC,1608,AU,paid,new_year_gadgets,tablet,/new-arrivals,/
S26011332284,U02549,2026-01-13 18:15:52 UTC,2026-01-13 18:18:40 UTC,168,AU,paid,new_year_gadgets,mobile,/new-arrivals,/products
S26021157062,U01706,2026-02-11 20:38:55 UTC,2026-02-11 21:06:11 UTC,1636,AU,paid,retargeting_global,desktop,/deals,/products
S26012251814,U04929,2026-01-22 13:37:38 UTC,2026-01-22 13:41:46 UTC,248,AU,paid,retargeting_global,mobile,/deals,/cart
S26032260693,U02498,2026-03-22 04:05:03 UTC,2026-03-22 04:06:45 UTC,102,AU,paid,retargeting_global,mobile,/new-arrivals,/
S26020676532,U02156,2026-02-06 22:08:25 UTC,2026-02-06 22:30:27 UTC,1322,AU,paid,retargeting_global,desktop,/wearables,/products
S26011311164,U03296,2026-01-13 18:54:11 UTC,2026-01-13 18:54:49 UTC,38,AU,paid,retargeting_global,mobile,/,/search
S26022657243,U04628,2026-02-26 01:48:34 UTC,2026-02-26 02:08:06 UTC,1172,AU,paid,retargeting_global,mobile,/deals,/cart
S26010744877,U04225,2026-01-07 22:27:52 UTC,2026-01-07 22:28:25 UTC,33,AU,paid,retargeting_global,mobile,/accessories,/404
S26022387101,U00438,2026-02-23 14:38:28 UTC,2026-02-23 14:40:03 UTC,95,AU,paid,retargeting_global,desktop,/deals,/
S26032510225,U02911,2026-03-25 22:12:37 UTC,2026-03-25 22:37:54 UTC,1517,AU,paid,retargeting_global,mobile,/deals,/cart
S26032790739,U00209,2026-03-27 09:09:44 UTC,2026-03-27 09:24:14 UTC,870,AU,paid,retargeting_global,mobile,/new-arrivals,/products
S26030824832,U03351,2026-03-08 23:42:23 UTC,2026-03-08 23:46:39 UTC,256,AU,paid,retargeting_global,mobile,/phones,/cart
S26030612385,U03560,2026-03-06 06:14:13 UTC,2026-03-06 06:43:49 UTC,1776,AU,paid,retargeting_global,desktop,/,/cart
S26021498532,U01676,2026-02-14 09:32:45 UTC,2026-02-14 09:52:55 UTC,1210,AU,paid,retargeting_global,desktop,/wearables,/products
S26022763729,U03191,2026-02-27 18:54:29 UTC,2026-02-27 19:18:31 UTC,1442,AU,paid,retargeting_global,mobile,/new-arrivals,/products
S26022214437,U04386,2026-02-22 20:13:24 UTC,2026-02-22 20:16:28 UTC,184,AU,paid,retargeting_global,mobile,/tablets,/search
S26022572182,U04616,2026-02-25 12:49:40 UTC,2026-02-25 13:04:56 UTC,916,AU,paid,retargeting_global,desktop,/new-arrivals,/products
S26010132479,U04219,2026-01-01 06:32:27 UTC,2026-01-01 06:39:08 UTC,401,AU,paid,retargeting_global,mobile,/phones,/search
S26031065102,U01723,2026-03-10 07:52:16 UTC,2026-03-10 07:53:00 UTC,44,AU,paid,retargeting_global,mobile,/new-arrivals,/
S26010623661,U04071,2026-01-06 18:06:23 UTC,2026-01-06 18:20:45 UTC,862,AU,paid,retargeting_global,desktop,/,/products
S26031831160,U03224,2026-03-18 23:39:30 UTC,2026-03-18 23:53:24 UTC,834,AU,paid,retargeting_global,mobile,/,/404
S26020377508,U04607,2026-02-03 01:13:47 UTC,2026-02-03 01:28:54 UTC,907,AU,paid,retargeting_global,mobile,/sale,/404
S26012119261,U00176,2026-01-21 15:22:52 UTC,2026-01-21 15:51:34 UTC,1722,AU,paid,retargeting_global,mobile,/deals,/search
S26032073400,U00821,2026-03-20 20:37:52 UTC,2026-03-20 20:50:51 UTC,779,AU,paid,retargeting_global,desktop,/wearables,/cart
S26021725876,U01022,2026-02-17 19:13:02 UTC,2026-02-17 19:19:04 UTC,362,AU,paid,retargeting_global,mobile,/audio,/products
S26021942974,U01433,2026-02-19 15:58:55 UTC,2026-02-19 16:17:07 UTC,1092,AU,paid,retargeting_global,desktop,/new-arrivals,/404
S26010840622,U01985,2026-01-08 19:09:37 UTC,2026-01-08 19:27:39 UTC,1082,AU,paid,retargeting_global,tablet,/new-arrivals,/products
S26011322014,U02990,2026-01-13 05:22:17 UTC,2026-01-13 05:27:58 UTC,341,AU,paid,retargeting_global,tablet,/deals,/search
S26031853838,U01644,2026-03-18 08:00:01 UTC,2026-03-18 08:21:35 UTC,1294,AU,paid,retargeting_global,mobile,/new-arrivals,/products
S26021560847,U03716,2026-02-15 00:32:52 UTC,2026-02-15 00:50:43 UTC,1071,AU,paid,retargeting_global,desktop,/deals,/cart
S26020695268,U02473,2026-02-06 16:35:01 UTC,2026-02-06 16:52:37 UTC,1056,AU,paid,retargeting_global,desktop,/tablets,/404
S26012181592,U00112,2026-01-21 12:51:47 UTC,2026-01-21 13:04:04 UTC,737,AU,paid,retargeting_global,desktop,/sale,/404
S26022708700,U03764,2026-02-27 05:13:26 UTC,2026-02-27 05:31:29 UTC,1083,AU,paid,retargeting_global,desktop,/sale,/products
S26011813389,U04847,2026-01-18 09:23:29 UTC,2026-01-18 09:38:45 UTC,916,AU,paid,retargeting_global,desktop,/,/products
S26020829627,U03863,2026-02-08 18:01:06 UTC,2026-02-08 18:13:33 UTC,747,AU,paid,retargeting_global,mobile,/tablets,/
S26010365459,U02471,2026-01-03 10:04:47 UTC,2026-01-03 10:19:05 UTC,858,AU,paid,spring_sale_2026,mobile,/deals,/
S26020717030,U03918,2026-02-07 18:25:08 UTC,2026-02-07 18:32:40 UTC,452,AU,paid,spring_sale_2026,mobile,/sale,/products
S26011457630,U00638,2026-01-14 07:10:28 UTC,2026-01-14 07:28:25 UTC,1077,AU,paid,spring_sale_2026,tablet,/new-arrivals,/404
S26011828652,U01744,2026-01-18 00:57:49 UTC,2026-01-18 01:24:31 UTC,1602,AU,paid,spring_sale_2026,tablet,/,/search
S26013189366,U02109,2026-01-31 12:18:12 UTC,2026-01-31 12:25:14 UTC,422,AU,paid,spring_sale_2026,desktop,/sale,/
S26020778026,U00538,2026-02-07 06:37:24 UTC,2026-02-07 06:44:07 UTC,403,AU,paid,spring_sale_2026,desktop,/audio,/products
S26010332091,U00177,2026-01-03 19:23:01 UTC,2026-01-03 19:48:59 UTC,1558,AU,paid,spring_sale_2026,mobile,/phones,/404
S26021026187,U04455,2026-02-10 08:43:42 UTC,2026-02-10 08:59:45 UTC,963,AU,paid,spring_sale_2026,desktop,/,/products
S26032839775,U03702,2026-03-28 17:25:38 UTC,2026-03-28 17:45:41 UTC,1203,AU,paid,spring_sale_2026,desktop,/,/cart
S26032356437,U02016,2026-03-23 13:05:54 UTC,2026-03-23 13:33:09 UTC,1635,AU,paid,spring_sale_2026,mobile,/,/404
S26020191310,U04893,2026-02-01 22:01:04 UTC,2026-02-01 22:16:16 UTC,912,AU,paid,spring_sale_2026,desktop,/,/search
S26010981186,U00248,2026-01-09 03:56:14 UTC,2026-01-09 04:05:24 UTC,550,AU,paid,spring_sale_2026,mobile,/sale,/cart
S26030692063,U01978,2026-03-06 15:20:07 UTC,2026-03-06 15:48:13 UTC,1686,AU,paid,spring_sale_2026,mobile,/new-arrivals,/
S26030422877,U00966,2026-03-04 14:38:09 UTC,2026-03-04 15:02:20 UTC,1451,AU,paid,spring_sale_2026,desktop,/new-arrivals,/
S26020693021,U01144,2026-02-06 14:29:25 UTC,2026-02-06 14:57:55 UTC,1710,AU,paid,spring_sale_2026,desktop,/phones,/cart
S26012438143,U04225,2026-01-24 17:05:08 UTC,2026-01-24 17:09:16 UTC,248,AU,paid,spring_sale_2026,mobile,/new-arrivals,/products
S26021080777,U00671,2026-02-10 20:40:39 UTC,2026-02-10 20:58:39 UTC,1080,AU,paid,spring_sale_2026,desktop,/deals,/search
S26010915581,U03756,2026-01-09 01:44:08 UTC,2026-01-09 02:12:41 UTC,1713,AU,paid,spring_sale_2026,desktop,/,/404
S26011320619,U00960,2026-01-13 16:07:39 UTC,2026-01-13 16:18:20 UTC,641,AU,paid,spring_sale_2026,tablet,/tablets,/search
S26031662952,U04628,2026-03-16 02:34:35 UTC,2026-03-16 02:52:03 UTC,1048,AU,paid,spring_sale_2026,desktop,/new-arrivals,/products
S26021547107,U02669,2026-02-15 22:06:30 UTC,2026-02-15 22:30:51 UTC,1461,AU,paid,spring_sale_2026,tablet,/deals,/search
S26031068228,U02251,2026-03-10 14:05:17 UTC,2026-03-10 14:32:24 UTC,1627,AU,paid,spring_sale_2026,mobile,/sale,/cart
S26021657808,U01370,2026-02-16 00:02:14 UTC,2026-02-16 00:23:52 UTC,1298,AU,paid,spring_sale_2026,mobile,/sale,/
S26032322270,U01528,2026-03-23 06:44:44 UTC,2026-03-23 07:06:56 UTC,1332,AU,paid,spring_sale_2026,mobile,/deals,/search
S26013166775,U00341,2026-01-31 10:57:39 UTC,2026-01-31 11:26:53 UTC,1754,AU,paid,spring_sale_2026,desktop,/sale,/products
S26020250743,U02225,2026-02-02 17:55:39 UTC,2026-02-02 18:21:17 UTC,1538,AU,paid,spring_sale_2026,mobile,/sale,/search
S26031179574,U04379,2026-03-11 08:53:02 UTC,2026-03-11 09:06:22 UTC,800,AU,paid,spring_sale_2026,desktop,/sale,/404
S26022743327,U03715,2026-02-27 20:29:42 UTC,2026-02-27 20:43:56 UTC,854,AU,paid,spring_sale_2026,desktop,/deals,/search
S26021408508,U02016,2026-02-14 05:19:55 UTC,2026-02-14 05:37:29 UTC,1054,AU,paid,spring_sale_2026,mobile,/tablets,/search
S26020286638,U01791,2026-02-02 08:07:23 UTC,2026-02-02 08:31:28 UTC,1445,AU,paid,spring_sale_2026,mobile,/tablets,/search
S26032705372,U02673,2026-03-27 16:41:17 UTC,2026-03-27 17:07:54 UTC,1597,AU,paid,spring_sale_2026,desktop,/new-arrivals,/404
S26010997112,U00671,2026-01-09 20:45:36 UTC,2026-01-09 21:10:29 UTC,1493,AU,paid,spring_sale_2026,desktop,/wearables,/404
S26022600067,U04931,2026-02-26 04:26:47 UTC,2026-02-26 04:34:11 UTC,444,AU,paid,spring_sale_2026,desktop,/new-arrivals,/
S26010374710,U01715,2026-01-03 04:44:30 UTC,2026-01-03 04:47:27 UTC,177,AU,paid,spring_sale_2026,desktop,/sale,/search
S26032552559,U03351,2026-03-25 07:56:17 UTC,2026-03-25 08:18:59 UTC,1362,AU,paid,spring_sale_2026,mobile,/sale,/products
S26011673347,U00255,2026-01-16 16:02:38 UTC,2026-01-16 16:14:21 UTC,703,AU,paid,spring_sale_2026,desktop,/new-arrivals,/cart
S26032968065,U02961,2026-03-29 18:00:03 UTC,2026-03-29 18:09:01 UTC,538,AU,paid,spring_sale_2026,desktop,/new-arrivals,/cart
S26012078927,U01715,2026-01-20 17:02:46 UTC,2026-01-20 17:19:48 UTC,1022,AU,paid,spring_sale_2026,mobile,/deals,/404
S26030326477,U03286,2026-03-03 13:03:33 UTC,2026-03-03 13:25:08 UTC,1295,AU,paid,spring_sale_2026,mobile,/,/cart
S26022145003,U04166,2026-02-21 23:25:53 UTC,2026-02-21 23:50:29 UTC,1476,AU,paid,spring_sale_2026,mobile,/sale,/cart
S26011365148,U01985,2026-01-13 01:12:49 UTC,2026-01-13 01:14:51 UTC,122,AU,paid,spring_sale_2026,mobile,/,/cart
S26012486097,U02927,2026-01-24 17:57:35 UTC,2026-01-24 18:13:36 UTC,961,AU,paid,spring_sale_2026,desktop,/sale,/cart
S26012965019,U01665,2026-01-29 01:12:29 UTC,2026-01-29 01:23:58 UTC,689,AU,paid,spring_sale_2026,mobile,/,/products
S26012355169,U00671,2026-01-23 17:49:00 UTC,2026-01-23 18:12:33 UTC,1413,AU,paid,spring_sale_2026,desktop,/,/products
S26031864790,U03958,2026-03-18 23:26:08 UTC,2026-03-18 23:55:06 UTC,1738,AU,paid,spring_sale_2026,mobile,/,/cart
S26013150118,U03011,2026-01-31 18:42:40 UTC,2026-01-31 18:52:29 UTC,589,AU,email,tech_tuesday_email,desktop,/new-arrivals,/
S26030747977,U00707,2026-03-07 21:35:43 UTC,2026-03-07 21:58:43 UTC,1380,AU,email,tech_tuesday_email,mobile,/sale,/
S26031589142,U04997,2026-03-15 09:34:46 UTC,2026-03-15 09:51:54 UTC,1028,AU,email,tech_tuesday_email,desktop,/,/products
S26030674747,U01027,2026-03-06 07:03:59 UTC,2026-03-06 07:11:05 UTC,426,AU,email,tech_tuesday_email,desktop,/new-arrivals,/products
S26011537465,U03022,2026-01-15 15:38:39 UTC,2026-01-15 15:59:22 UTC,1243,AU,email,tech_tuesday_email,desktop,/deals,/
S26020393901,U00469,2026-02-03 00:56:27 UTC,2026-02-03 01:12:53 UTC,986,AU,email,tech_tuesday_email,mobile,/new-arrivals,/
S26010222563,U00269,2026-01-02 03:51:27 UTC,2026-01-02 04:14:58 UTC,1411,AU,email,tech_tuesday_email,desktop,/tablets,/404
S26032520218,U03624,2026-03-25 09:17:00 UTC,2026-03-25 09:42:57 UTC,1557,AU,email,tech_tuesday_email,mobile,/wearables,/404
S26032734182,U00869,2026-03-27 02:57:22 UTC,2026-03-27 03:11:02 UTC,820,AU,email,tech_tuesday_email,desktop,/deals,/404
S26022148288,U01665,2026-02-21 10:05:09 UTC,2026-02-21 10:16:36 UTC,687,AU,email,tech_tuesday_email,mobile,/sale,/
S26020952015,U01647,2026-02-09 17:03:34 UTC,2026-02-09 17:27:20 UTC,1426,AU,email,tech_tuesday_email,tablet,/deals,/search
S26030316717,U04430,2026-03-03 20:47:47 UTC,2026-03-03 21:14:57 UTC,1630,AU,email,tech_tuesday_email,desktop,/new-arrivals,/404
S26020736554,U00642,2026-02-07 05:06:42 UTC,2026-02-07 05:24:35 UTC,1073,AU,email,tech_tuesday_email,mobile,/sale,/cart
S26021776095,U02022,2026-02-17 01:12:27 UTC,2026-02-17 01:36:06 UTC,1419,AU,email,tech_tuesday_email,mobile,/,/404
S26022007698,U02172,2026-02-20 19:57:16 UTC,2026-02-20 20:17:00 UTC,1184,AU,email,tech_tuesday_email,mobile,/sale,/404
S26012825554,U02884,2026-01-28 18:27:45 UTC,2026-01-28 18:33:57 UTC,372,AU,email,tech_tuesday_email,desktop,/deals,/products
S26030278175,U02251,2026-03-02 20:34:46 UTC,2026-03-02 20:53:30 UTC,1124,AU,email,tech_tuesday_email,mobile,/deals,/cart
S26033017200,U03813,2026-03-30 16:02:02 UTC,2026-03-30 16:19:09 UTC,1027,AU,email,tech_tuesday_email,desktop,/deals,/
S26020728421,U02304,2026-02-07 22:00:06 UTC,2026-02-07 22:08:31 UTC,505,AU,email,tech_tuesday_email,mobile,/sale,/products
S26030273179,U02783,2026-03-02 08:42:27 UTC,2026-03-02 08:51:00 UTC,513,AU,email,tech_tuesday_email,desktop,/sale,/cart
S26032163720,U01370,2026-03-21 16:52:02 UTC,2026-03-21 17:15:51 UTC,1429,AU,email,tech_tuesday_email,tablet,/,/search
S26030211698,U03361,2026-03-02 12:00:21 UTC,2026-03-02 12:19:17 UTC,1136,AU,email,tech_tuesday_email,desktop,/sale,/
S26030522751,U03319,2026-03-05 00:53:22 UTC,2026-03-05 00:55:50 UTC,148,AU,email,tech_tuesday_email,desktop,/sale,/search
S26022389068,U02886,2026-02-23 16:09:12 UTC,2026-02-23 16:15:02 UTC,350,AU,email,tech_tuesday_email,desktop,/phones,/products
S26031028977,U04931,2026-03-10 03:42:47 UTC,2026-03-10 03:51:04 UTC,497,AU,email,tech_tuesday_email,mobile,/wearables,/404
S26021774979,U02834,2026-02-17 14:58:02 UTC,2026-02-17 15:19:45 UTC,1303,AU,email,tech_tuesday_email,mobile,/,/products
S26011293461,U04527,2026-01-12 01:17:11 UTC,2026-01-12 01:22:38 UTC,327,AU,email,tech_tuesday_email,desktop,/phones,/
S26021710519,U00765,2026-02-17 03:07:30 UTC,2026-02-17 03:22:11 UTC,881,AU,email,tech_tuesday_email,mobile,/sale,/404
S26011190648,U00438,2026-01-11 12:47:10 UTC,2026-01-11 13:03:21 UTC,971,AU,email,tech_tuesday_email,tablet,/wearables,/
S26021467135,U01715,2026-02-14 17:59:24 UTC,2026-02-14 18:21:57 UTC,1353,AU,email,tech_tuesday_email,desktop,/sale,/cart
S26020884012,U01538,2026-02-08 21:36:01 UTC,2026-02-08 21:39:38 UTC,217,AU,email,tech_tuesday_email,mobile,/,/search
S26022316626,U03296,2026-02-23 16:04:28 UTC,2026-02-23 16:12:54 UTC,506,AU,email,tech_tuesday_email,mobile,/,/404
S26021017435,U02003,2026-02-10 09:56:27 UTC,2026-02-10 10:17:30 UTC,1263,AU,email,tech_tuesday_email,desktop,/tablets,/cart
S26012768160,U01648,2026-01-27 05:05:19 UTC,2026-01-27 05:13:05 UTC,466,AU,email,tech_tuesday_email,desktop,/audio,/search
S26032320155,U04837,2026-03-23 06:17:53 UTC,2026-03-23 06:29:25 UTC,692,AU,social,valentines_accessories,mobile,/sale,/cart
S26021036553,U02884,2026-02-10 14:25:48 UTC,2026-02-10 14:46:45 UTC,1257,AU,social,valentines_accessories,tablet,/new-arrivals,/404
S26012955878,U03670,2026-01-29 10:38:39 UTC,2026-01-29 11:00:31 UTC,1312,AU,social,valentines_accessories,desktop,/sale,/
S26021610178,U04765,2026-02-16 07:23:13 UTC,2026-02-16 07:41:55 UTC,1122,AU,social,valentines_accessories,desktop,/new-arrivals,/search
S26010546345,U01509,2026-01-05 03:35:43 UTC,2026-01-05 03:37:00 UTC,77,AU,social,valentines_accessories,mobile,/,/search
S26032466489,U04167,2026-03-24 06:04:08 UTC,2026-03-24 06:26:02 UTC,1314,AU,social,valentines_accessories,desktop,/new-arrivals,/search
S26022372464,U04939,2026-02-23 16:45:18 UTC,2026-02-23 17:10:49 UTC,1531,AU,social,valentines_accessories,mobile,/deals,/products
S26020488671,U03434,2026-02-04 16:23:51 UTC,2026-02-04 16:34:50 UTC,659,AU,social,valentines_accessories,desktop,/sale,/cart
S26030625426,U00960,2026-03-06 05:51:59 UTC,2026-03-06 06:06:15 UTC,856,AU,social,valentines_accessories,desktop,/deals,/404
S26010784471,U04561,2026-01-07 00:45:04 UTC,2026-01-07 00:46:36 UTC,92,AU,social,valentines_accessories,desktop,/deals,/
S26022052990,U04743,2026-02-20 02:23:13 UTC,2026-02-20 02:47:08 UTC,1435,AU,social,valentines_accessories,tablet,/sale,/404
S26020374808,U02592,2026-02-03 14:28:16 UTC,2026-02-03 14:29:36 UTC,80,AU,social,valentines_accessories,desktop,/new-arrivals,/
S26030104385,U04297,2026-03-01 01:25:18 UTC,2026-03-01 01:28:10 UTC,172,AU,social,valentines_accessories,mobile,/new-arrivals,/search
S26011868411,U02250,2026-01-18 18:37:38 UTC,2026-01-18 18:55:47 UTC,1089,AU,social,valentines_accessories,desktop,/accessories,/
S26031571548,U00613,2026-03-15 23:33:59 UTC,2026-03-15 23:52:28 UTC,1109,AU,social,valentines_accessories,mobile,/deals,/products
S26021270594,U00845,2026-02-12 06:10:27 UTC,2026-02-12 06:16:12 UTC,345,AU,social,valentines_accessories,mobile,/,/
S26021950799,U00543,2026-02-19 03:52:53 UTC,2026-02-19 03:58:29 UTC,336,AU,social,valentines_accessories,mobile,/sale,/404
S26032173834,U03583,2026-03-21 12:49:01 UTC,2026-03-21 13:00:02 UTC,661,AU,social,valentines_accessories,mobile,/,/cart
S26010189214,U01949,2026-01-01 07:12:20 UTC,2026-01-01 07:30:07 UTC,1067,AU,social,valentines_accessories,mobile,/,/search
S26020677498,U00743,2026-02-06 07:28:53 UTC,2026-02-06 07:35:54 UTC,421,AU,social,valentines_accessories,mobile,/,/404
S26012089904,U02871,2026-01-20 00:31:57 UTC,2026-01-20 00:41:38 UTC,581,AU,social,valentines_accessories,desktop,/sale,/
S26031782543,U04386,2026-03-17 05:13:55 UTC,2026-03-17 05:37:29 UTC,1414,AU,social,valentines_accessories,desktop,/new-arrivals,/search
S26012895671,U02225,2026-01-28 09:12:28 UTC,2026-01-28 09:24:48 UTC,740,AU,social,valentines_accessories,mobile,/deals,/cart
S26031987338,U04057,2026-03-19 15:34:55 UTC,2026-03-19 15:36:02 UTC,67,AU,social,valentines_accessories,desktop,/,/
S26011606579,U03256,2026-01-16 12:47:29 UTC,2026-01-16 13:16:37 UTC,1748,AU,social,valentines_accessories,desktop,/new-arrivals,/
S26010489372,U02621,2026-01-04 10:26:47 UTC,2026-01-04 10:49:25 UTC,1358,AU,social,valentines_accessories,mobile,/audio,/search
S26011949187,U01517,2026-01-19 19:58:59 UTC,2026-01-19 20:08:24 UTC,565,AU,social,valentines_accessories,desktop,/phones,/404
S26031638768,U04343,2026-03-16 20:06:47 UTC,2026-03-16 20:17:23 UTC,636,AU,social,valentines_accessories,desktop,/tablets,/404
S26012494662,U01022,2026-01-24 04:07:48 UTC,2026-01-24 04:24:52 UTC,1024,AU,social,valentines_accessories,mobile,/deals,/
S26012424846,U02051,2026-01-24 20:23:21 UTC,2026-01-24 20:26:53 UTC,212,AU,social,valentines_accessories,mobile,/sale,/
S26032108500,U02250,2026-03-21 08:55:17 UTC,2026-03-21 08:58:23 UTC,186,AU,social,valentines_accessories,desktop,/sale,/cart
S26022622902,U04660,2026-02-26 02:22:46 UTC,2026-02-26 02:38:20 UTC,934,AU,social,valentines_accessories,mobile,/deals,/404
S26030895627,U00788,2026-03-08 20:24:26 UTC,2026-03-08 20:40:47 UTC,981,AU,social,valentines_accessories,mobile,/deals,/
S26031598580,U00177,2026-03-15 13:33:06 UTC,2026-03-15 13:39:32 UTC,386,AU,social,valentines_accessories,tablet,/,/search
